# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6600 3 # agb_0.66_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.0650 3.6578 0.66000 0.51214 1.8205e+01 1 2.5003e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 -0.0567 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 0.00000 0.00000 0.00000 0.00000 3.83418 -0.05785 0.00701 0.00000 0.00000
2.8034e+05 3.1492 3.6552 0.57634 0.51441 2.3185e+01 1 4.4771e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 -0.0581 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 2.76580 3.17770 0.09794 0.14412 3.83418 -0.05785 0.00701 0.00000 0.00000
4.7670e+05 3.1716 3.6756 0.52048 0.51545 2.1913e+01 1 7.2444e-07 7.529000e-01 2.469570e-01 1.223180e-05 1.115933e-05 4.203254e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.81730 3.09730 0.02897 0.04999 3.85441 -0.05958 -0.21755 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7000 3 # agb_0.70_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1183 3.6551 0.70000 0.51620 1.9862e+01 1 2.8445e-07 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 -0.0579 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 0.00000 0.00000 0.00000 0.00000 3.83557 -0.05923 0.02355 0.00000 0.00000
2.6818e+05 3.2419 3.6489 0.59213 0.51893 2.8376e+01 1 6.3387e-07 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 -0.0610 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 2.81780 3.26950 0.12112 0.17958 3.83557 -0.05923 0.02355 0.00000 0.00000
4.5146e+05 3.2528 3.6718 0.52548 0.52012 2.6017e+01 1 1.0209e-06 7.524000e-01 2.475110e-01 1.252910e-05 1.126979e-05 4.153876e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.87510 3.18450 0.03171 0.05892 3.86396 -0.06261 -0.19953 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7200 3 # agb_0.72_Z0.00010000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
