# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6500 3 # agb_0.65_Z0.00020000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1740 3.6402 0.65000 0.51184 2.5468e+01 1 3.5727e-07 7.513000e-01 2.484710e-01 2.437500e-05 2.285832e-05 8.370400e-05 -0.0705 7.513000e-01 2.484710e-01 2.437500e-05 2.285832e-05 8.370400e-05 0.00000 0.00000 0.00000 0.00000 3.86060 -0.06967 0.01080 0.00000 0.00000
2.6654e+05 3.2412 3.6491 0.53758 0.51455 2.9738e+01 1 7.4473e-07 7.513000e-01 2.484710e-01 2.437500e-05 2.285832e-05 8.370400e-05 -0.0712 7.513000e-01 2.484710e-01 2.437500e-05 2.285832e-05 8.370400e-05 2.78390 3.26000 0.09132 0.13489 3.86060 -0.06967 0.01080 0.00000 0.00000
3.4827e+05 2.9340 3.6826 0.52000 0.51464 1.3490e+01 1 2.5942e-07 7.513000e-01 2.484710e-01 2.437500e-05 2.285832e-05 8.370400e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 0.00000 0.00000 0.00000 0.00000 3.86060 -0.06967 0.01080 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.6800 3 # agb_0.68_Z0.00020000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.1257 3.6442 0.68000 0.51363 2.2130e+01 1 2.7416e-07 7.516000e-01 2.481420e-01 2.553200e-05 2.126955e-05 8.400760e-05 -0.0693 7.516000e-01 2.481420e-01 2.553200e-05 2.126955e-05 8.400760e-05 0.00000 0.00000 0.00000 0.00000 3.85816 -0.06962 0.02437 0.00000 0.00000
2.6082e+05 3.2020 3.6404 0.59769 0.51606 2.7945e+01 1 4.7206e-07 7.516000e-01 2.481420e-01 2.553200e-05 2.126955e-05 8.400760e-05 -0.0713 7.516000e-01 2.481420e-01 2.553200e-05 2.126955e-05 8.400760e-05 2.79480 3.23070 0.11774 0.16307 3.85816 -0.06962 0.02437 0.00000 0.00000
4.6912e+05 3.2601 3.6670 0.52290 0.51765 2.7388e+01 1 1.0186e-06 7.516000e-01 2.481420e-01 2.553200e-05 2.126955e-05 8.400760e-05 999.0000 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 9.990000e+02 2.85000 3.18380 0.04459 0.07116 3.87323 -0.06967 -0.11967 0.00000 0.00000
# age(yr) logL logTe m_act mcore period ip Mdot(Msun/yr) X Y X_C X_N X_O dlogTe/dlogL Xm Ym X_Cm X_Nm X_Om minL maxL minMenv maxMenv fits0 fits1 fits2 fits3 fits4
 0.7000 3 # agb_0.70_Z0.00020000_Mdot50_eta0.40_Mc0.00_dMc0.00_Tbd6.40_L0.00_dL0.00_C0.00_Nr3.00_rates0_KOPv_KMOLv.dat 
0.0000e+00 3.2048 3.6387 0.70000 0.51701 2.6230e+01 1 3.6308e-07 7.511000e-01 2.486660e-01 2.575800e-05 2.174997e-05 8.322880e-05 -0.0716 7.511000e-01 2.486660e-01 2.575800e-05 2.174997e-05 8.322880e-05 0.00000 0.00000 0.00000 0.00000 3.86406 -0.07147 0.02233 0.00000 0.00000
